id,title,body,pred_department,pred_sentiment,department_confidence,sentiment_confidence,uncertainty_score,needs_review_diag,priority,risk_score,true_department,true_sentiment,reviewer_notes
124,Esperienza da rivedere - su check in/out,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Su check out e pagamento ci sono stati problemi, e il lato chiarezza e da rivedere. Servizio da rivedere su piu punti. Oltre a questo, ho notato problemi anche su rumore e pulizia. Spero migliorino perche la struttura ha potenziale.",Reception,neg,0.5373880447078396,0.9484782196034192,0.2570668678443706,True,HIGH,0.7562964146797598,Reception,neg,
43,Commento rapido,"Scrivo il feedback subito dopo il checkout. Per garage e navetta davvero bene, con rapidita gestito in modo ordinato. Nel complesso mi sono trovato bene. Detto questo, qualche passaggio e stato poco chiaro. Si sono incrociati pure aspetti su manutenzione e pulizia, da coordinare internamente.",Housekeeping,pos,0.620190016033221,0.8736441096999386,0.2530829371334202,True,LOW,0.2371848727800736,Reception,pos,
105,Valutazione generale - in camera,"Siamo stati in struttura due notti. Diversi intoppi su rumore e asciugamani; il fronte comfort e rimasto debole. Bilancio finale deludente. Per correttezza, va detto che lo staff e stato gentile. Oltre a questo, ho notato problemi anche su ristorante e colazione. Spero migliorino perche la struttura ha potenziale.",Housekeeping,neg,0.6434716031424758,0.8661347491462315,0.2451968238556463,True,HIGH,0.6913114948359969,Housekeeping,neg,
9,Appunti sul soggiorno,"Su lenzuola e manutenzione ci sono stati problemi, e il lato silenzio e da rivedere. Bilancio finale deludente. Oltre a questo, ho notato problemi anche su glutine e bar.",Housekeeping,neg,0.6658564809410151,0.866805920507938,0.2336687992755234,True,HIGH,0.6862612864179667,Housekeeping,neg,
11,Sotto le aspettative - sull'accoglienza,"Weekend veloce, recensione scritta a caldo. Diversi intoppi su navetta e accoglienza; il fronte rapidita e rimasto debole. Servizio da rivedere su piu punti. Tra l'altro e uscito anche un tema su piatti e buffet, quindi il caso tocca piu reparti. Non escludo un ritorno, ma solo con miglioramenti concreti.",Reception,neg,0.6052298818914181,0.9390825943561156,0.227843761876233,True,HIGH,0.7355044736369953,Reception,neg,
199,Feedback sul soggiorno,"Soggiorno breve ma intenso. Per pagamento e prenotazione mi aspettavo molto di piu, male anche su rapidita. Mi aspettavo una gestione migliore. Per correttezza, almeno il personale ha provato a rimediare. Tra l'altro e uscito anche un tema su bagno e camera, quindi il caso tocca piu reparti.",Reception,neg,0.5968669424782355,0.9481399907703328,0.2274965333757158,True,HIGH,0.7418591293749833,Reception,neg,
172,Poteva andare meglio - sulla stanza,"Scrivo il feedback subito dopo il checkout. Per doccia e lenzuola mi aspettavo molto di piu, male anche su riordino. Bilancio finale deludente. Tra l'altro e uscito anche un tema su lattosio e menu, quindi il caso tocca piu reparti. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,neg,0.6037614191765313,0.945027138011915,0.2256057214057769,True,HIGH,0.7387102856433516,Housekeeping,neg,
52,Buona esperienza,"Ho apprezzato pulizia e doccia; sul fronte silenzio il team e stato efficace. Bilancio finale buono, tornerei. Detto questo, in certe fasce orarie il servizio rallenta. Si sono incrociati pure aspetti su prenotazione e garage, da coordinare internamente.",Housekeeping,pos,0.65191357264904,0.9043943999147244,0.2218460137181177,True,LOW,0.2062009986290399,Housekeeping,pos,
197,Appunti sul soggiorno,"Ci siamo fermati solo per un fine settimana. Ho apprezzato ristorante e buffet; sul fronte temperature il team e stato efficace. Nel complesso mi sono trovato bene. Detto questo, qualche passaggio e stato poco chiaro. Tra l'altro e uscito anche un tema su bagno e asciugamani, quindi il caso tocca piu reparti.",F&B,pos,0.6905016600494882,0.8666847367967132,0.2214068015768993,True,LOW,0.2255992016226208,F&B,pos,
32,Recensione post viaggio,"Siamo stati in struttura due notti. Niente da dire su bar e piatti, anche servizio in linea. Bilancio finale buono, tornerei. A margine segnalo anche check out e documenti, non solo l'area principale. Direi che il soggiorno e stato centrato.",Reception,pos,0.5961135982167874,0.9643458682605732,0.2197702667613197,True,LOW,0.1740298765499354,Reception,pos,
147,Recensione post viaggio - sull'accoglienza,"Ci siamo fermati solo per un fine settimana. La parte documenti/check in mi ha convinto, soprattutto per assistenza. In generale il servizio ha funzionato. Detto questo, in certe fasce orarie il servizio rallenta. Tra l'altro e uscito anche un tema su ristorante e bar, quindi il caso tocca piu reparti.",Reception,pos,0.7686472094439932,0.8009805911173564,0.2151860997193251,True,LOW,0.2567794204842507,Reception,pos,
60,Valutazione generale - in camera,"Soggiorno breve ma intenso. Per rumore e asciugamani davvero bene, con comfort gestito in modo ordinato. Direi promosso, anche oltre le aspettative. A margine segnalo anche prenotazione e attesa, non solo l'area principale. Se mantengono questo livello, ci tornerei.",Housekeeping,pos,0.6228366935746927,0.9479356108004046,0.2146138478124513,True,LOW,0.1800881293337662,Reception,pos,
109,Weekend positivo,"Soggiorno breve ma intenso. Per lenzuola e doccia davvero bene, con riordino gestito in modo ordinato. Bilancio finale buono, tornerei. Se mantengono questo livello, ci tornerei.",Housekeeping,pos,0.6161783870920797,0.954797466787992,0.2145120730599641,True,LOW,0.1764711123390268,Housekeeping,pos,
66,Recensione post viaggio - sulla stanza,"Siamo stati in struttura due notti. Per doccia e pulizia mi aspettavo molto di piu, male anche su comfort. Bilancio finale deludente. Per correttezza, almeno il personale ha provato a rimediare. Si sono incrociati pure aspetti su fattura e prenotazione, da coordinare internamente. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,neg,0.6078323188820783,0.96351344696056,0.2143271170786808,True,HIGH,0.7466066980093701,Housekeeping,neg,
190,Appunti sul soggiorno - sulla stanza,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Ho trovato criticita su camera e aria condizionata, con gestione igiene poco efficace. Bilancio finale deludente. Per correttezza, comunque su altri aspetti si sono mossi bene. Si sono incrociati pure aspetti su prenotazione e check out, da coordinare internamente.",Housekeeping,neg,0.7066708464296133,0.8731222166156072,0.2101034684773897,True,HIGH,0.6794976608323843,F&B,pos,
128,Recensione post viaggio - su check in/out,"Ci siamo fermati solo per un fine settimana. La parte documenti/navetta mi ha convinto, soprattutto per rapidita. Nel complesso mi sono trovato bene. Si sono incrociati pure aspetti su ristorante e lattosio, da coordinare internamente. Per me esperienza complessivamente valida.",Reception,pos,0.8619964396793588,0.7183506269384488,0.2098264666910962,True,LOW,0.2971743780037328,Reception,pos,
210,Recensione post viaggio - su check in/out,"Scrivo il feedback subito dopo il checkout. Per check out e pagamento davvero bene, con assistenza gestito in modo ordinato. Bilancio finale buono, tornerei. Detto questo, peccato per alcuni dettagli da sistemare. Tra l'altro e uscito anche un tema su bevande e lattosio, quindi il caso tocca piu reparti. Per me esperienza complessivamente valida.",Reception,pos,0.649897575178707,0.9373158938498808,0.2063932654857061,True,LOW,0.1816645026312008,Reception,neg,
171,Poteva andare meglio - in camera,"Su pulizia e manutenzione ci sono stati problemi, e il lato riordino e da rivedere. Bilancio finale deludente. Per correttezza, una parte del servizio e stata curata. Si sono incrociati pure aspetti su check in e attesa, da coordinare internamente.",Housekeeping,neg,0.6500105939137919,0.9372822553014364,0.2063535753923859,True,HIGH,0.7238929400053794,Housekeeping,neg,
93,Valutazione generale,"Ci siamo fermati solo per un fine settimana. Ho apprezzato garage e pagamento; sul fronte rapidita il team e stato efficace. Bilancio finale buono, tornerei. Detto questo, in certe fasce orarie il servizio rallenta. A margine segnalo anche lenzuola e materasso, non solo l'area principale. Direi che il soggiorno e stato centrato.",Reception,pos,0.6437696589322379,0.9440952756819164,0.2060675326929228,True,LOW,0.1779828723380065,Reception,pos,
158,Qualche problema di troppo - in camera,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per pulizia e bagno mi aspettavo molto di piu, male anche su riordino. Bilancio finale deludente. Per correttezza, comunque su altri aspetti si sono mossi bene. Si sono incrociati pure aspetti su documenti e prenotazione, da coordinare internamente. Al momento non mi sento di consigliarlo senza riserve.",Housekeeping,neg,0.6093027992402794,0.9786202753761634,0.2060384626917786,True,HIGH,0.7535050603628913,Housekeeping,pos,
112,Appunti sul soggiorno - su check in/out,"Soggiorno breve ma intenso. Per garage e fattura mi aspettavo molto di piu, male anche su assistenza. Onestamente ci sono stati troppi intoppi. A margine segnalo anche glutine e lattosio, non solo l'area principale.",Reception,neg,0.6744979386550134,0.9209471553275812,0.2022774530087026,True,HIGH,0.7101751292800359,Reception,neg,
161,Soggiorno piacevole,"La parte fattura/documenti mi ha convinto, soprattutto per assistenza. Direi promosso, anche oltre le aspettative. Detto questo, restano margini di miglioramento. Oltre a questo, ho notato problemi anche su doccia e lenzuola. Per me esperienza complessivamente valida.",Reception,pos,0.6686001142458108,0.930547770637705,0.2004260575582421,True,LOW,0.1823196668963496,Reception,neg,
189,Sotto le aspettative - su check in/out,"Siamo stati in struttura due notti. Diversi intoppi su pagamento e check in; il fronte chiarezza e rimasto debole. Servizio da rivedere su piu punti. Per correttezza, comunque su altri aspetti si sono mossi bene. Oltre a questo, ho notato problemi anche su lenzuola e aria condizionata. Non escludo un ritorno, ma solo con miglioramenti concreti.",Reception,neg,0.6310873533461211,0.969025204233068,0.1999437212104055,True,HIGH,0.7436711332288036,Reception,neg,
41,Sotto le aspettative - sulla stanza,"Scrivo il feedback subito dopo il checkout. La parte doccia/rumore non ha funzionato bene, soprattutto su silenzio. Onestamente ci sono stati troppi intoppi. Per correttezza, va detto che lo staff e stato gentile. Tra l'altro e uscito anche un tema su check in e check out, quindi il caso tocca piu reparti.",Housekeeping,neg,0.6888093158851971,0.9131529926617504,0.1990188457265262,True,HIGH,0.7029992006651928,Housekeeping,neg,
162,Valutazione generale,"Ho trovato criticita su garage e attesa, con gestione rapidita poco efficace. Onestamente ci sono stati troppi intoppi. Si sono incrociati pure aspetti su manutenzione e materasso, da coordinare internamente. Non escludo un ritorno, ma solo con miglioramenti concreti.",Housekeeping,neg,0.6532704782619215,0.9569865912773616,0.1948714652303584,True,HIGH,0.7325686490302724,Reception,neg,
44,Recensione post viaggio - in camera,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per camera e aria condizionata davvero bene, con comfort gestito in modo ordinato. Direi promosso, anche oltre le aspettative. Detto questo, peccato per alcuni dettagli da sistemare. Tra l'altro e uscito anche un tema su menu e glutine, quindi il caso tocca piu reparti.",Housekeeping,pos,0.6866839896321414,0.9279135401114432,0.1927012351282077,True,LOW,0.1799815520035892,Housekeeping,pos,
49,Feedback sul soggiorno,"La parte garage/prenotazione non ha funzionato bene, soprattutto su rapidita. Mi aspettavo una gestione migliore. Si sono incrociati pure aspetti su rumore e doccia, da coordinare internamente.",Reception,neg,0.6926706993408441,0.9261783396811144,0.1905754804890207,True,HIGH,0.7083246352051323,Reception,neg,
31,Appunti sul soggiorno - in ristorazione,"Viaggio di lavoro, quindi esperienza abbastanza pratica. Per piatti e buffet davvero bene, con qualita gestito in modo ordinato. In generale il servizio ha funzionato. Si sono incrociati pure aspetti su check out e navetta, da coordinare internamente.",F&B,pos,0.7877025820113658,0.836885098637556,0.1877061596755391,True,LOW,0.2249187053527296,F&B,pos,
110,Commento rapido,"Siamo stati in struttura due notti. Per materasso e rumore mi aspettavo molto di piu, male anche su igiene. Nel complesso esperienza sotto le aspettative. Per correttezza, una parte del servizio e stata curata. Si sono incrociati pure aspetti su glutine e colazione, da coordinare internamente.",Housekeeping,neg,0.695609520233052,0.9355857686996008,0.1844023555336735,True,HIGH,0.712134884119876,Reception,neg,
187,Meglio del previsto,"Siamo stati in struttura due notti. Per lenzuola e asciugamani davvero bene, con comfort gestito in modo ordinato. Bilancio finale buono, tornerei. Direi che il soggiorno e stato centrato.",Housekeeping,pos,0.6714407166014954,0.962332555527688,0.1831133639354083,True,LOW,0.1574814858145982,Housekeeping,pos,
